paragraph,label
另，提供一年一天有薪志工假，體現企業社會責任，鼓勵員工工作之餘亦不忘回饋社會。此外，對配偶懷孕的員工，亦提供有優於法令規定的陪產假，以陪伴眷屬給予妥善照顧,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技重視同仁工作安全。為增進本公司各級人員對安全衛生之認識與重視，針對關鍵性作業或潛在危害較高事件，實施危害鑑別及風險評估，追求職場零災害,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
"2015 年起定期辦理優於同業之全員疏散演練，以讓全體同仁熟悉公司疏散動線、集合地點及人員清點，演練同時亦加入滅火模擬及傷患救護項目。演練實施大樓包含新竹、 竹北及台北等辦公大樓，年度參與演練總人數為 9,129人，相較 2020 年之 8,286 人，增加達 843 人。為確保公司環境安全零死角，除不定期向同仁訪客宣導各項安全之重要性，也定期實地檢查辦公室、公共區、會議室、實驗室、客戶辦公區、廠務設備區域的環境及作業安全","[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
2021 年 COVID-19 疫情並未消退，  聯發科技持續以保障全球同仁的健康安全為優先考量，因應各地疫情差異及遵循當地政府的防疫準則，協助各辦公區域，在疫情威脅下，採行必要的防疫措施，並持續維持營運的穩定,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
2021 年 5 月時臺灣疫情加劇，公司亦第一時間於總部成立竹科第一間企業快篩站，並進行企業捐贈，不僅保護員工更透過企業的力量回饋社會,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
因應不同地區疫情發展，公司依照各地防疫規範逐步鬆綁，迎接員工回歸辦公室，同時公司也設計暖心小禮，包含口罩、隨身噴霧與在地品牌食品等發送給同仁；讓員工在再度進入辦公空間時，感受到關懷，並提醒同仁持續維持個人防疫,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
"總部員工於 2021 年五月因應政府規範進行居家上班，並於八月時逐步回歸辦公室工作，當全員回歸辦公室上班時，公司共準備 11,000份 Back to Office 暖心禮物發送予員工 ","[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
"2021 年五六月之際，臺灣新冠疫情達到新的高峰，為維護辦公環境安全，成立竹科第一間企業快篩站，同時推動新竹及台北兩地辦公室廠商和員工篩檢，累計 24 梯次，共篩檢 6,333人次","[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
"2021 年五六月隨著臺灣疫情警戒，為增加第一線醫療量能，於物資匱乏之際，共捐贈防疫物資含快篩試劑、防護衣、N95 口罩、電動送風呼吸防護具組等，市值達 17,284,930 元，共 11 個單位受惠，期望為防疫盡一份心力，與醫護人員攜手一同抗疫","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
聯發科技重視安全且合適的工作場域；2021 年公司針對同仁在辦公室場域及公共區域使用上，推出友善措施，期望提供更優質的工作環境,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"配合人力成長，提供同仁寬敞的辦公空間，總計 2021 年度共新增 1,016 組辦公工位","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
"考量人員於辦公座位工作之舒適性及健康，延續 2020 年度人體工學椅更換作業，於 2021 年度更換 5,200 張辦公座椅，總計更換 9,750 張人體工學辦公椅","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
響應室內全面禁菸，已於 2021 年 2 月取消內部吸菸室的設置，將吸菸區域全面移置戶外空間,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
提供新進同仁與所有同仁短期住宿與上下班交通車接駁，提供同仁安心住宿與安全交通的服務,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
2021 年度完成線上報修系統建置，提供所有同仁可直接透過電子系統報修，優化維修效率達 33% 以上，維持並完善所有辦公設施的運作,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
"聯發科技員工餐廳有多達 21 家廠商進駐，每天平均用餐率達 90% 以上，約有 15,000 人次用餐流量，提供多樣餐點，持續強化食品安全衛生管理，含每雙月 SGS 定期稽查檢驗","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
"我們於 2021 年度完成駐廠餐廳滿意度調查，填答人數超過 3,300 位同仁，在滿分 5 分的量表調查中，整體滿意度較 2020 年度提升 (2020=3.6  VS 2021=3.7)","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
於 COVID-19 疫情之下，配合公司防疫小組政策，進行多項用餐安全措施 ( 如 :  環保紙餐盒、餐廳隔板、單排座位管制等 )，確保同仁擁有安全的用餐環境。所產生的廢棄環保紙餐盒皆經分類進入資源回收體系，同時配合政府單位提倡環保,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
"此外，公司在 2021 年替同仁挑選豐富且優質的中秋禮盒並提供代購服務，便利同仁關懷親友，總計 2021 年度總訂購量達 5,830 盒，較 2020 年度成長 61%","[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
每年皆規劃辦理整年度健康促進及球類競賽等相關活動，2021 年受疫情影響，球類動態競賽僅辦理羽毛球比賽，其餘健康促進活動則改採線上視訊方式進行,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
各辦公室皆設有健身空間與器材可供同仁運動，器材選購多設置自發電運動器材，鼓勵同仁健康需求，宣導特定衛教主題資訊，同時辦理好眠系列四場線上講座，同仁回響熱烈,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
"仁運動保持健康，也響應節能減碳做環保。統計 2021 年員工使用達 92,736 人次 ( 配合政此外，考量主管健康促進，定期安排集團主管健行活動及健康講座","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0]"
府防疫政策 6-7 月份休館 )，健身房每日使用率達 100%,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"於防疫規定允許的範圍內，至內、外部健身房運動；另外，外站部分於 2021 年共辦理 30場健康促進活動，參與人次達 4,334 人，全球一起達成健康與工作平衡","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
台大醫院新竹分院的醫師團隊，每月前來公2021 年 共 聘 請 37 位 視 障 按 摩 師，司 27 次，為員工提供一對一的專業諮詢,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"服 務 員 工 共 計 7,344 人 次， 預 約 率全年共計約 1,031 預約人次","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
"每年均優於法律規範，每位員工享有新台幣 6,500 元的健檢費及半天的健檢假，一級以上主管享有新台幣 15,000 元的健檢費及一天的健檢假。聯發科技亦重視員工心理健康，在年度健檢時鼓勵同仁填寫「自我感受量表」，除了讓員工了解自己的心理狀態外，健康中心的心理師後續也會針對具風險的同仁進行進一步的關懷與追蹤。同時，護理師也會針對年度健康檢查結果提供各類疾病衛教諮詢，並依需求安排駐廠醫師諮詢；亦會針對每一年度健康檢查的結果進行分析報告，追蹤與關懷同仁異常的檢查項目，並規劃年度各項健康講座及健康促進規劃。2021 年申請參加健檢補助的同仁為 93%，健檢費用為新台幣 5,960萬元","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
人才創新公司治理綠色營運在地實踐附錄全球觀2021 Sustainability Report員工協助方案為打造健康的職場環境，公司提供委外與內置式兩種完整的員工協助方案,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
智國際企業管理整合諮詢有限公司」合作，同仁可在被妥善保護隱私的情況下，無壓力的與上述機構進行專業諮商或諮詢心理、法律及家庭等相關問題。EAP  員工協助方案相關服務費用皆由公司負擔，提供每人每年三次免費使用額度，2021 年統計使用率為 3%,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
為使福利項目更貼近每位同仁需求，於 2019 年起施行「彈性福利」制度，讓每位同仁可自由彈性運用在一至五項福利項目，如旅遊補助、年度購物、藝文娛樂、加選健檢、眷屬團保，每項運用金額亦由同仁自行分配,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
在疫情衝擊下，整體報銷率仍與去年相當，達 97%，顯示彈性福利在外部環境改變時，仍可貼近同仁需求,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
健康中心精心規劃專屬聯發寶寶的奶嘴鏈及尿布墊，每棟工作場所皆有設置標準配備哺 ( 集 ) 乳室，共 32 間，可同時提供至少 46 位以上員工使用，2021 年並同步強化哺 ( 集 ) 乳室空間設施，讓每一位哺乳期母親，享有更舒適的空間。完整的設施配套設計也取得特優哺集乳室認證。健康中心掌握全公司母性健康保護名單，於產前及產後此外，在疫情嚴峻時期，公司除提供安全環境保護員工健康，福委會也響應公司推出『疫起守護．多元照顧』方案，名單中同仁由醫師進行個別危害評估、分級管理與健康保護等適性評估建議,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
"提供更多補助讓同仁增添防疫及遠端工作期間所需物品，以實際行動表達關懷之意。總計共 9,478 位同仁參與此福利，於年底前完成使用人數超過 90%","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
"2021 年共有 61 個社團，包含新成立攀岩運動社、馬術社等，提供社團補助，讓社團運作更加順暢，惟受限疫情衝擊，原定上下半年度兩次招生活動，縮減為上半年一次，參與一個社團的員工人數達 2,600 人以上","[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技在「工作規則」中依照勞基法明確規定，員工在產假期間公司不得終止勞動契約，提供女性員工在分娩前後 56 天的產假，員工於其配偶懷孕期間或生 (  流 )  產日及前後 15 日中，可以選擇 7 日休假，陪產假期間工資照常給付。聯發科技提供優於勞基法多 2 天的陪產假，讓員工可以兼顧個人與家庭照顧的需要,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
生育禮金，恭賀家庭添增新成員。對於有育嬰照護需求之員工，可申請育嬰留停。2021 年的育嬰留停的復職率為69.6%，聯發科技對於留停復職員工提供足夠協助，使其能重新適應工作環境,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
於 2017 年宣布「自建幼兒園」，呼應最受員工期待福利項目，為同仁照顧家庭盡一份心力。2021 年招收學童133 位，報名錄取率為 16.5%。員工家長感受到孩子在學校快樂成長、充滿豐富的習體驗，透過持續的親師對話，期提供優質教學環境與學習氛圍,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
Women in Tek (WIT) 為聯發科技內部以女性同仁為主組成的社群，提供女性同仁一同學習成長、互助關心的平台,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技積極延攬全球人才，2021 年在臺灣總部共有超過 100 位外籍員工，其中以印度裔族群占大多數,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2015 年成立後，在臺灣總部以及美、中、亞太辦公室皆有相關活動持續進行，促進交流，鼓勵科技從業女性發光促進多元文化交流與學習，每年皆在新竹總部舉辦 Diwali 印度排燈節慶祝活動，邀請全公司同仁共襄盛舉,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
2021 年，因疫情持續擴散，許多同仁無法順利返家過節，得以透過簡單的慶祝活動一解思鄉之情,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
2021 年共舉辦兩場活動，因應疫情變化，除實體講座外，也將活動規模擴大至線上辦理，針對女性員工關注的職涯發展，與親職角色等主題邀請外部講者與內部員工代表對談。兩場活動共計有超過 500 名同仁參加，並給予活動高度肯定，同時亦將講座精華收錄於員工電子報中，影響更多同仁,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
為強化公司治理並提升股東權益，訂定具體明確之股利政策， 果維持 5%,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
並於年報中揭露相關資訊,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
護。 聯 發 科 技 也 培 育 產 業 所 需 之目標,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
資 安 人 才， 展 現 企 業 資 安 表 率,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
誠信是聯發科技六大價值之首，為經營的最高原則，我們相信唯有獲得利害關係人的信任並實踐誠信價值才是企業永續發展的穩固根本,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
依循公司法、證券交易法等相關法令辦理公司治理相關事務，董事會為我們公司治理最高管理階層,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
為最高指導原則，我們成立企業永續發展委員會，隨時掌握國內外經濟、社會、環境的整體趨勢變化，調整相關政策以保障不同利害關係人的利益，符合國際典範企業的目標要求,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
2021 年董事會、個別董事成員及功能性委員會績效評估平均皆為優,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技董事會下設立審計委員會，以強化公司治理獨立性，設立薪資報酬委員會，健全公司薪酬兼顧長期與短期目標，以強化企業永續發展。並設立法定以外之併購策略委員會，以就集團公司併購策略評估分析,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
員皆得以高度自律及審慎之態度提供專業客觀之意見。同時，由公司管理階層領導各部門執行永續發展年度計畫，以落實環境、社會與公司治理面向內各議題，持續精進聯發科技永續發展之作為。更多有關聯發科技董事會成員及公司治理報告內容，請參閱 2021 年年報,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
2 位獨立董事及 1 位外部獨立專家每年至少一次。2021 年共召開 3 次，出席率為100%,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
聯發科技董事會目前由 8 位董事組成，其中包括 3每季至少一次。2021 年共召開 9 次，出席率為位獨立董事。董事會成員名單與主要學經歷，請參99%,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
閱聯發科技 2021 年年報第 12 頁,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
每季至少一次，得視情況隨時召開,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
就本公司集團重要併購案件之策略評估，並報告董事會。本委員會之設置不影響本公司審計委員會職權之行使，依相關法令應由審計委員會決議之併購事項，仍應由審計委員會依法令審議之,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
主任委員由副董事長兼執行長擔任，並召集行銷、每年年初由主任委員向董事會報告執行情形，研發、銷售、人力資源、製造暨製程開發、法務、每半年由企業永續發展委員會召開委員會議,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
財務、稽核與聯發科技教育基金會之主管擔任委員,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
績效與該年規劃，並於上下半年各召開一場委員會議，對焦年度企業永續發展主軸、整體績效與全球觀、創新、人才、公司治理、綠色營運、在地精進規劃之探討，出席率皆為 100%,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
以企業永續發展為最高指導原則，透過掌握國內外經濟、社會、環境及氣候變遷整體趨勢進行各部門及相關專案規劃。六大工作小組皆設有專責部門，並設置部門主管為召集委員，負責統整小組業務後，並向主任委員報告,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
聯發科技依公司法、證券交易法等公司治理法規制定公司章程及組織架構，以董事會為公司治理最高階層，指定法務長擔任公司治理主管，其下設置公司治理專責單位「公司法務處」,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
董事會決議股東常會時同時發布中、英文重大訊息，公告召開日期、召開方式、召集事由及停止變更股東 名簿記載之日期等事項,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
供董事執行業務所需之資料、協助董事遵循法令等,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
獨立董事對於董事會重大議案之意見、審計委員會對於重大議案之決議結果及公司後續因應程序在公司治理單位協助下，董事會成員參與「AI 及大數據於企業內部舞弊防治與調查（上）、（下）」股東會決議執行情形、董事會績效評估作業程序及結果及公司治理專責單位職掌及現況及「從法律觀點談投資併購的評估與執行（上）、（下）」等多元進修課程，持續了解產業相關趨勢並有效發揮董事會職能,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
風險管理委員會為本公司風險管理之最高指導單位，由執行秘書推動及協調各營運單位執行風險計畫,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
訂定「舉報辦法」，明確建立本公司舉報管道及調查處理程序，使本公司所制定之「誠信經營守則」及「從業道德行為規範」得以落實執行，並維護舉報人之合法權益,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
董事會報告運作情形及執行成效。執行秘書負責召開風險管理委員會會議，各營運單位負責執行各單對於貪腐賄賂、不公平競爭、洩密侵權及內線交易等皆採取零容忍政策，若透過舉報機制或內部稽核單位之查核，位之風險計畫並向風險管理委員會報告各類風險管理之執行狀況，並由稽核處協助董事會監督落實程發現有任何員工違反從業道德行為規範或內部規章之情事，將依相關規定予以記錄、調查及處罰以維護公平信實度及提供改善建議,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
聯發科技致力於公司治理之主要內容，包括維護股東權益及平等對待股東、強化董事會結構與運作、提升資訊透明度、邁向企業永續發展等。聯發科技於公司網站設有投資人專區，提供投資大眾下載公司中英文年報、財務報表、股利與股價資訊、股東會議事手冊等相關訊息，於公司治理專區提供公司章程、公司治理守則等相關規章及董事會重要決議。2021 年董事會、功能性委員會及董事個別成員之績效評估結果見聯發科技董事會網站。聯發科技於法令要求以外，為強化公司治理並提升股東權益，訂定具體明確之股利政策，並於年報中揭露相關資訊；為強化董事會功能，本公司於 2021 年修訂本公司「董事會績效評估辦法」，納入外部績效評估機制,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
此外，為精進智慧財產管理，除制訂與營運目標連結之智慧財產管理計畫並定期向董事會報告外，本公司於 2021年 11 月通過「經濟部工業局台灣智慧財產管理制度（TIPS）A 級驗證審查」。另為推動環境、社會及公司治理（ESG）之永續發展，本公司於 2021 年購買新台幣 1 億元之綠色債券,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]"
此外，聯發科技每季皆召開線上法人說明會，由執行長與財務長親自向機構法人及社會大眾說明公司經營績效及長期規劃，並同時於聯發科技網站上提供線上法說會直播。線上法說會後亦提供重播檔、新聞稿及相關公告，以利投資人掌握公司概況。聯發科技致力於完善資訊揭露，於公司治理評鑑及天下永續公民獎均評列前茅，備受機構法人及相關評鑑單位的高度肯定,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
為，可與直屬主管舉報，或向稽核處舉報，檢舉人個人資料與舉報資料將予以保密並由資深管理階層親自處理舉報案件,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
聯發科技依循法令規定建立持續精進的內部控制制度並設置隸屬於董事會之內部稽核單位,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
及審計委員會報告，確保本身獨立性與專業性。專職稽核人員於每年執行定期或專案查核，提供改善建議，且持續追蹤至改善完成,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
聯發科技在企業網站公告「舉報辦法」，於舉報與調查過程中，秉持迅速及公正客觀立場處理並保密舉報者身分，助益公司治理機制,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
面對企業經營內外部變化所造成的營運衝擊，企業必須有防患未然、即時因應風險的能力與措施，才能讓企業具備持續營運的動能，同時保障利害關係人的權益,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
依循公司規範之持續營運計畫，由各相關單位進行風險評估、因應與追蹤。風險管理包含環境、治理與社會層面進行衝擊程度、機會效益分析，訂製因應計畫並加以落實,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
危機，從危害鑑別至風險管控，針對潛在風險及災難進行事前規劃與演練，同時，在全球重要據點設有備援控制機制，使重要的業務功能得在災難發生時，有組織、有機化的在最短時間內恢復正常營運,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]"
方案及因應方式，以確保當災害或危機將影響客戶權益時，客戶可以持續營運，並於事後進行相關檢討，避免客戶權益再次損失,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
